,0
0,69.43588912779242
1,59.256770360557354
2,60.89745669855029
3,53.642793786039356
4,53.96844252400149
5,46.10665639178192
6,47.321893638754595
7,62.57147143940479
8,64.33126057113869
9,49.90217008336177
10,55.688277778299984
11,56.558295479406354
12,46.35694209479812
13,69.50755432203452
14,62.33771726759248
15,77.27044092462812
16,42.46877191240577
17,15.35740148195842
18,79.91056535014154
19,59.903577437698004
20,43.15100902955079
21,79.66941341359258
22,40.42799075322952
23,24.026581377272148
24,71.95037518027473
25,41.467208710951894
26,62.12679534664251
27,60.36436252953739
28,52.22068005598577
29,46.036013465322256
30,61.287029900482175
31,47.04580927018441
32,57.429449182019326
33,55.82530014275414
34,63.00065526328721
35,51.125407975392385
36,39.47494888060331
37,45.18552784169381
38,66.25206806254877
39,65.20359747172188
40,53.21384524828419
41,63.84895929045921
42,53.202285801607324
43,54.887071831381775
44,52.71098805584779
45,60.56319636529148
46,57.70951687495851
47,46.125760885169925
48,61.51221038798315
49,50.02388878558484
50,48.315838914593456
51,38.561410410376666
52,15.897418826012037
53,52.134262776921595
54,34.89362416581047
55,70.1930935024293
56,62.906532530996834
57,44.39969294256532
58,26.232573154101868
59,71.68536630822928
60,31.758504220069806
61,39.964210680047664
62,27.843423157282
63,74.35321969189575
64,56.940699901616235
