,0
0,64.8868360467988
1,51.51227011948006
2,57.12629274564919
3,54.112706557449684
4,56.5446992314765
5,49.60617782949067
6,51.253184996101545
7,60.91581638463562
8,55.17152217434819
9,46.24210821073978
10,58.64512683265603
11,51.003390569321915
12,49.035259554057376
13,61.73702014463764
14,55.887432558415256
15,59.35644328430448
16,51.28066326947277
17,29.416671897431094
18,69.81103621908474
19,60.29656013721992
20,40.183181874725925
21,72.7127422655082
22,39.380803737749616
23,33.86736815842697
24,61.656055281829595
25,49.868188771553704
26,68.39803618667295
27,57.21911516395516
28,47.28900835123368
29,47.57785934918953
30,56.26721324070171
31,45.830227151663415
32,55.27180246021959
33,54.90154425631034
34,67.36321645068396
35,55.652037474357805
36,39.37147121065374
37,43.53153069019602
38,60.643468603223695
39,57.15676097709406
40,52.18492181418928
41,64.58578220644378
42,53.471594965836715
43,46.809708443105166
44,48.75932161150268
45,58.73872488471756
46,54.774738863039644
47,50.89139853566542
48,60.448159111925946
49,54.03334586749851
50,52.68234682293527
51,47.17700547875044
52,19.30112894310677
53,49.00480402580124
54,47.48441629153575
55,59.95971666040191
56,61.16395559931454
57,50.58347143299799
58,29.3641271332641
59,63.77422699436288
60,35.04141983951009
61,39.73107785864204
62,24.791209593528507
63,77.11937624083816
64,58.21920262727769
