,trading_day,component,lag_length,aic
0,272,1.0,2.0,0.24771722666486287
1,272,2.0,1.0,-0.8024064872383703
2,272,3.0,1.0,-1.2991536407773643
3,272,4.0,1.0,-1.473673729151298
4,272,5.0,1.0,-1.4887372194970514
5,272,6.0,2.0,-1.9140210657659467
6,272,7.0,2.0,-1.9726881834445513
7,272,8.0,2.0,-2.1506718620353276
8,272,9.0,8.0,-2.24727844944081
9,272,10.0,4.0,-2.4288539532342917
10,272,11.0,3.0,-2.547305488023501
11,272,12.0,4.0,-2.5404593577690475
12,272,13.0,6.0,-2.62411163224396
13,272,14.0,4.0,-2.618247314489299
14,272,15.0,8.0,-2.621805385897086
15,272,16.0,1.0,-2.6509984902509887
16,272,17.0,1.0,-2.660339003497057
17,272,18.0,4.0,-2.7004097350154277
18,272,19.0,2.0,-2.7536807880329546
19,272,20.0,11.0,-2.7411914691241037
20,272,21.0,7.0,-2.789807096090817
21,272,22.0,1.0,-2.858178237896558
22,272,23.0,14.0,-2.94506956751134
23,272,24.0,2.0,-2.8947471297000154
24,272,25.0,10.0,-2.9064892014277195
25,272,26.0,1.0,-2.915697785156744
26,272,27.0,1.0,-2.9340137764242438
27,272,28.0,1.0,-2.934717478856412
28,272,29.0,8.0,-3.0316893052598157
29,272,30.0,13.0,-2.938741080589819
30,272,31.0,10.0,-2.982696152450852
31,272,32.0,1.0,-2.99372691754483
32,272,33.0,3.0,-3.0670637017531566
33,272,34.0,8.0,-3.0805487282253927
34,272,35.0,1.0,-3.0708636369813926
35,272,36.0,1.0,-3.0989288208837356
36,272,37.0,3.0,-3.123844405502434
37,272,38.0,4.0,-3.1295845265280064
38,272,39.0,13.0,-3.2299169391933993
39,272,40.0,5.0,-3.1729030351228413
40,272,41.0,3.0,-3.1704987807377
41,272,42.0,1.0,-3.2019677450244224
42,272,43.0,2.0,-3.2133065396496363
43,272,44.0,1.0,-3.248469424800793
44,272,45.0,1.0,-3.2330963025038737
45,272,46.0,10.0,-3.250810140534896
46,272,47.0,1.0,-3.26078293879256
47,272,48.0,1.0,-3.29761209012325
48,272,49.0,5.0,-3.2907267293325995
49,272,50.0,7.0,-3.2947878965945256
50,272,51.0,7.0,-3.309517131131989
51,272,52.0,3.0,-3.333643393906272
52,272,53.0,1.0,-3.368375681187385
53,272,54.0,1.0,-3.3724600885577116
54,272,55.0,2.0,-3.4088774755918863
55,272,56.0,4.0,-3.4210170994353284
56,272,57.0,1.0,-3.4217923427553814
57,272,58.0,1.0,-3.4284822123170704
58,272,59.0,1.0,-3.4673428835367863
59,272,60.0,11.0,-3.4451397681906055
60,272,61.0,1.0,-3.4777299293919746
61,272,62.0,1.0,-3.490714323304265
62,272,63.0,1.0,-3.5187299941533707
63,272,64.0,1.0,-3.5279895983948264
64,272,65.0,1.0,-3.5382771787650724
65,272,66.0,1.0,-3.562861781702216
66,272,67.0,1.0,-3.5828122875657757
67,272,68.0,7.0,-3.5728396703321725
68,272,69.0,1.0,-3.5914031858535544
69,272,70.0,10.0,-3.6061612858550562
70,272,71.0,1.0,-3.6222229160856627
71,272,72.0,2.0,-3.646844090643056
72,272,73.0,1.0,-3.6739290185888462
73,272,74.0,2.0,-3.691381097394258
74,272,75.0,1.0,-3.6880984625754456
75,272,76.0,1.0,-3.701293396707571
76,272,77.0,3.0,-3.705910633347112
77,272,78.0,2.0,-3.747476722363197
78,272,79.0,1.0,-3.7373599687847014
79,272,80.0,15.0,-3.773439901685606
80,272,81.0,1.0,-3.759241971206816
81,272,82.0,3.0,-3.802093677601439
82,272,83.0,1.0,-3.7867542134836807
83,272,84.0,2.0,-3.80292808640244
84,272,85.0,3.0,-3.809989267743793
85,272,86.0,6.0,-3.8591263181575375
86,272,87.0,14.0,-3.8016392548086295
87,272,88.0,1.0,-3.844127851273966
88,272,89.0,1.0,-3.8708354755259164
89,272,90.0,2.0,-3.8815318094250744
90,272,91.0,6.0,-3.9234682473651703
91,272,92.0,1.0,-3.9191580087361464
92,272,93.0,1.0,-3.925283260055615
93,272,94.0,1.0,-3.9410310814274294
94,272,95.0,1.0,-3.946943048109494
95,272,96.0,1.0,-3.9580542354069275
96,272,97.0,1.0,-3.963446469493792
97,272,98.0,1.0,-3.9749753892472084
98,272,99.0,1.0,-3.977233947419087
99,272,100.0,1.0,-3.9921541186550984
0,273,1.0,2.0,0.24487522090396055
1,273,2.0,1.0,-0.8025098328740841
2,273,3.0,1.0,-1.2991877711924846
3,273,4.0,1.0,-1.4737094888654088
4,273,5.0,1.0,-1.4887329809600356
5,273,6.0,1.0,-1.9157443266128966
6,273,7.0,2.0,-1.9699250541604778
7,273,8.0,2.0,-2.1510368462007534
8,273,9.0,8.0,-2.24734548152384
9,273,10.0,4.0,-2.4291727730233457
10,273,11.0,3.0,-2.5474987697354377
11,273,12.0,4.0,-2.5411385421347847
12,273,13.0,6.0,-2.626474077329035
13,273,14.0,4.0,-2.6196370636110133
14,273,15.0,8.0,-2.6205734419940825
15,273,16.0,1.0,-2.649662784162895
16,273,17.0,1.0,-2.660131805810015
17,273,18.0,4.0,-2.6974591207230327
18,273,19.0,2.0,-2.753824063840135
19,273,20.0,11.0,-2.743135453065966
20,273,21.0,7.0,-2.7890415058638767
21,273,22.0,1.0,-2.8665162904470294
22,273,23.0,14.0,-2.916886134869152
23,273,24.0,2.0,-2.9017585027738297
24,273,25.0,10.0,-2.9238535161010866
25,273,26.0,1.0,-2.9068199403989117
26,273,27.0,3.0,-2.937218278100523
27,273,28.0,1.0,-2.936308408881026
28,273,29.0,4.0,-2.95557965672115
29,273,30.0,9.0,-2.984657800502555
30,273,31.0,10.0,-2.987347482745852
31,273,32.0,1.0,-2.9920069497016204
32,273,33.0,3.0,-3.061907368231479
33,273,34.0,10.0,-3.073888390787011
34,273,35.0,1.0,-3.0708614852966156
35,273,36.0,1.0,-3.0994862403448593
36,273,37.0,3.0,-3.121871184736248
37,273,38.0,4.0,-3.1421716226742786
38,273,39.0,13.0,-3.226839518369355
39,273,40.0,5.0,-3.1734698839538265
40,273,41.0,3.0,-3.1699388492377296
41,273,42.0,1.0,-3.1991350384817494
42,273,43.0,1.0,-3.212266477638768
43,273,44.0,1.0,-3.2548849052973403
44,273,45.0,1.0,-3.234040930175445
45,273,46.0,3.0,-3.2619593808163807
46,273,47.0,1.0,-3.2606785580070263
47,273,48.0,9.0,-3.2774924903191933
48,273,49.0,3.0,-3.300345366041664
49,273,50.0,1.0,-3.3043168590988308
50,273,51.0,7.0,-3.3059732248721927
51,273,52.0,2.0,-3.3364210092998383
52,273,53.0,1.0,-3.3617365167626376
53,273,54.0,1.0,-3.374328725284897
54,273,55.0,2.0,-3.401062785686441
55,273,56.0,10.0,-3.403441726811699
56,273,57.0,1.0,-3.4219878437712374
57,273,58.0,1.0,-3.435306025563693
58,273,59.0,5.0,-3.454218131459268
59,273,60.0,1.0,-3.4702276623394583
60,273,61.0,1.0,-3.4625773265085447
61,273,62.0,2.0,-3.489620760497583
62,273,63.0,1.0,-3.512876618851831
63,273,64.0,1.0,-3.518593447297678
64,273,65.0,1.0,-3.547542330820889
65,273,66.0,1.0,-3.560300084105004
66,273,67.0,1.0,-3.5740226440310607
67,273,68.0,1.0,-3.5829275486961927
68,273,69.0,1.0,-3.6008659131533913
69,273,70.0,1.0,-3.6101133972956347
70,273,71.0,1.0,-3.625917310581038
71,273,72.0,2.0,-3.6414158874665463
72,273,73.0,1.0,-3.667192731122786
73,273,74.0,1.0,-3.6846834302079463
74,273,75.0,2.0,-3.6903172670654745
75,273,76.0,1.0,-3.6939088218984066
76,273,77.0,1.0,-3.7135459044018346
77,273,78.0,6.0,-3.7070039481899295
78,273,79.0,2.0,-3.7452778909348905
79,273,80.0,1.0,-3.756995746934234
80,273,81.0,1.0,-3.7656746614105803
81,273,82.0,2.0,-3.797989737878634
82,273,83.0,1.0,-3.8072231085792976
83,273,84.0,1.0,-3.7878435934157206
84,273,85.0,13.0,-3.805318122454532
85,273,86.0,6.0,-3.842506966066834
86,273,87.0,1.0,-3.812338040928601
87,273,88.0,1.0,-3.835639817012269
88,273,89.0,1.0,-3.868085925204964
89,273,90.0,2.0,-3.8755671965089746
90,273,91.0,1.0,-3.8884063980267514
91,273,92.0,1.0,-3.9090991739307563
92,273,93.0,5.0,-3.959542678541951
93,273,94.0,1.0,-3.9288242851488646
94,273,95.0,2.0,-3.93736572311813
95,273,96.0,6.0,-3.9512094398324265
96,273,97.0,8.0,-3.99278826177978
97,273,98.0,1.0,-3.9710519463520133
98,273,99.0,1.0,-3.987477861894651
99,273,100.0,1.0,-3.9929198373765544
0,274,1.0,2.0,0.25123992485236557
1,274,2.0,1.0,-0.8024176188834226
2,274,3.0,1.0,-1.299140157941557
3,274,4.0,1.0,-1.473729574747574
4,274,5.0,1.0,-1.4887144586066086
5,274,6.0,2.0,-1.9133202507526288
6,274,7.0,2.0,-1.9709648010739649
7,274,8.0,2.0,-2.150047248176351
8,274,9.0,8.0,-2.244566862108744
9,274,10.0,4.0,-2.429928560365494
10,274,11.0,3.0,-2.5500664195331475
11,274,12.0,4.0,-2.537511084159627
12,274,13.0,6.0,-2.620852454125677
13,274,14.0,4.0,-2.6212163959783625
14,274,15.0,8.0,-2.621814433868784
15,274,16.0,1.0,-2.6504582905341807
16,274,17.0,1.0,-2.660583656682399
17,274,18.0,4.0,-2.69672884925142
18,274,19.0,10.0,-2.7267745014136553
19,274,20.0,11.0,-2.7491592549007167
20,274,21.0,7.0,-2.7908741813205213
21,274,22.0,7.0,-2.8434251089936953
22,274,23.0,14.0,-2.92881193369007
23,274,24.0,3.0,-2.882874391902157
24,274,25.0,9.0,-2.9026334202643054
25,274,26.0,1.0,-2.9067228004761727
26,274,27.0,12.0,-2.9172519236339034
27,274,28.0,1.0,-2.9343248461814717
28,274,29.0,4.0,-2.95037943307725
29,274,30.0,8.0,-2.9962760765645706
30,274,31.0,10.0,-2.99472382004976
31,274,32.0,1.0,-2.9920388350233127
32,274,33.0,3.0,-3.060722939050387
33,274,34.0,10.0,-3.076895590357771
34,274,35.0,1.0,-3.072661490308377
35,274,36.0,1.0,-3.0992199052323404
36,274,37.0,3.0,-3.1212777248687025
37,274,38.0,4.0,-3.14004249834566
38,274,39.0,13.0,-3.228011646682871
39,274,40.0,5.0,-3.174781663562094
40,274,41.0,3.0,-3.169874546027632
41,274,42.0,1.0,-3.1980913397208353
42,274,43.0,1.0,-3.2175069762497457
43,274,44.0,12.0,-3.2366264219836913
44,274,45.0,1.0,-3.233878664949806
45,274,46.0,3.0,-3.2709942140233013
46,274,47.0,1.0,-3.26063915416063
47,274,48.0,1.0,-3.2907299710724804
48,274,49.0,3.0,-3.301280095688875
49,274,50.0,4.0,-3.293562184612284
50,274,51.0,7.0,-3.321270700138816
51,274,52.0,3.0,-3.3428634859606814
52,274,53.0,1.0,-3.3656014697291927
53,274,54.0,3.0,-3.3635024408457883
54,274,55.0,2.0,-3.4014371752910386
