,0
0,46.774193548387096
1,54.83870967741935
2,53.225806451612904
3,46.774193548387096
4,46.774193548387096
5,50.0
6,51.61290322580645
7,53.225806451612904
8,46.774193548387096
9,58.064516129032256
10,51.61290322580645
11,56.45161290322581
12,50.0
13,37.096774193548384
14,45.16129032258065
15,62.903225806451616
16,56.45161290322581
17,43.54838709677419
18,53.225806451612904
19,53.225806451612904
20,53.225806451612904
21,48.38709677419355
22,43.54838709677419
23,54.83870967741935
24,61.29032258064516
25,50.0
26,45.16129032258065
27,48.38709677419355
28,50.0
29,51.61290322580645
30,51.61290322580645
31,59.67741935483871
32,41.935483870967744
33,53.225806451612904
34,53.225806451612904
35,48.38709677419355
36,54.83870967741935
37,41.935483870967744
38,51.61290322580645
39,41.935483870967744
40,38.70967741935484
41,38.70967741935484
42,46.774193548387096
43,46.774193548387096
44,43.54838709677419
45,50.0
46,48.38709677419355
47,54.83870967741935
48,40.32258064516129
49,48.38709677419355
50,53.225806451612904
51,53.225806451612904
52,53.225806451612904
53,56.45161290322581
54,50.0
55,56.45161290322581
56,48.38709677419355
57,37.096774193548384
58,53.225806451612904
59,51.61290322580645
60,54.83870967741935
61,56.45161290322581
62,59.67741935483871
63,45.16129032258065
64,58.064516129032256
65,37.096774193548384
66,41.935483870967744
67,46.774193548387096
68,53.225806451612904
69,53.225806451612904
70,35.483870967741936
71,46.774193548387096
72,56.45161290322581
73,62.903225806451616
74,46.774193548387096
75,51.61290322580645
76,50.0
77,51.61290322580645
78,53.225806451612904
79,50.0
80,48.38709677419355
81,51.61290322580645
82,43.54838709677419
83,53.225806451612904
84,54.83870967741935
85,59.67741935483871
86,56.45161290322581
87,45.16129032258065
88,51.61290322580645
89,54.83870967741935
90,53.225806451612904
91,54.83870967741935
92,64.51612903225806
93,56.45161290322581
94,51.61290322580645
95,59.67741935483871
96,54.83870967741935
97,59.67741935483871
98,43.54838709677419
99,54.83870967741935
100,50.0
101,50.0
102,54.83870967741935
103,53.225806451612904
104,40.32258064516129
105,58.064516129032256
106,41.935483870967744
107,27.419354838709676
108,48.38709677419355
109,43.54838709677419
110,54.83870967741935
111,45.16129032258065
112,53.225806451612904
113,56.45161290322581
114,56.45161290322581
115,43.54838709677419
116,56.45161290322581
117,50.0
118,48.38709677419355
119,45.16129032258065
120,43.54838709677419
121,51.61290322580645
122,56.45161290322581
123,53.225806451612904
124,51.61290322580645
125,38.70967741935484
126,46.774193548387096
127,54.83870967741935
128,48.38709677419355
129,43.54838709677419
130,43.54838709677419
131,54.83870967741935
132,45.16129032258065
133,53.225806451612904
134,51.61290322580645
135,48.38709677419355
136,45.16129032258065
137,51.61290322580645
138,51.61290322580645
139,41.935483870967744
140,56.45161290322581
141,38.70967741935484
142,51.61290322580645
143,45.16129032258065
144,54.83870967741935
145,51.61290322580645
146,58.064516129032256
147,41.935483870967744
148,48.38709677419355
149,50.0
150,48.38709677419355
151,58.064516129032256
152,33.87096774193548
153,54.83870967741935
154,54.83870967741935
155,56.45161290322581
156,41.935483870967744
157,53.225806451612904
158,50.0
159,40.32258064516129
160,46.774193548387096
161,51.61290322580645
162,50.0
163,54.83870967741935
164,53.225806451612904
165,56.45161290322581
166,58.064516129032256
167,53.225806451612904
168,66.12903225806451
169,48.38709677419355
170,50.0
171,53.225806451612904
172,48.38709677419355
173,45.16129032258065
174,56.45161290322581
175,35.483870967741936
176,50.0
177,46.774193548387096
178,56.45161290322581
179,59.67741935483871
180,48.38709677419355
181,56.45161290322581
182,54.83870967741935
183,56.45161290322581
184,56.45161290322581
185,59.67741935483871
186,54.83870967741935
187,53.225806451612904
188,56.45161290322581
189,48.38709677419355
190,51.61290322580645
191,45.16129032258065
192,54.83870967741935
193,58.064516129032256
194,53.225806451612904
195,54.83870967741935
196,41.935483870967744
197,38.70967741935484
198,56.45161290322581
199,43.54838709677419
200,43.54838709677419
201,48.38709677419355
202,51.61290322580645
203,45.16129032258065
204,48.38709677419355
205,50.0
206,50.0
207,50.0
208,58.064516129032256
209,59.67741935483871
210,48.38709677419355
211,53.225806451612904
212,45.16129032258065
213,50.0
214,46.774193548387096
215,45.16129032258065
216,46.774193548387096
217,66.12903225806451
218,64.51612903225806
219,45.16129032258065
220,53.225806451612904
221,54.83870967741935
222,40.32258064516129
223,56.45161290322581
224,50.0
225,48.38709677419355
226,51.61290322580645
227,50.0
228,43.54838709677419
229,50.0
230,50.0
231,46.774193548387096
232,38.70967741935484
233,48.38709677419355
234,61.29032258064516
235,53.225806451612904
236,43.54838709677419
237,43.54838709677419
238,45.16129032258065
239,46.774193548387096
240,50.0
241,62.903225806451616
242,61.29032258064516
243,56.45161290322581
244,48.38709677419355
245,54.83870967741935
246,48.38709677419355
247,41.935483870967744
248,41.935483870967744
249,45.16129032258065
250,46.774193548387096
251,46.774193548387096
252,54.83870967741935
253,54.83870967741935
254,45.16129032258065
255,50.0
256,45.16129032258065
257,43.54838709677419
258,62.903225806451616
259,50.0
260,53.225806451612904
261,45.16129032258065
262,70.96774193548387
263,43.54838709677419
264,50.0
265,50.0
266,50.0
267,61.29032258064516
268,41.935483870967744
269,59.67741935483871
270,43.54838709677419
271,46.774193548387096
272,54.83870967741935
273,46.774193548387096
274,53.225806451612904
275,43.54838709677419
276,48.38709677419355
277,41.935483870967744
278,56.45161290322581
279,48.38709677419355
280,48.38709677419355
281,51.61290322580645
282,54.83870967741935
283,61.29032258064516
284,50.0
285,56.45161290322581
286,58.064516129032256
287,40.32258064516129
288,46.774193548387096
289,56.45161290322581
290,69.35483870967742
291,53.225806451612904
292,43.54838709677419
293,46.774193548387096
294,51.61290322580645
295,50.0
296,45.16129032258065
297,48.38709677419355
298,53.225806451612904
299,61.29032258064516
300,41.935483870967744
301,56.45161290322581
302,56.45161290322581
303,45.16129032258065
304,53.225806451612904
305,48.38709677419355
306,58.064516129032256
307,48.38709677419355
308,41.935483870967744
309,50.0
310,53.225806451612904
311,50.0
312,56.45161290322581
