,0
0,59.40536435509684
1,42.14480138000073
2,64.89996947466948
3,59.02129701719283
4,43.00285536033803
5,55.64002002009062
6,47.26030628031764
7,47.52855667374221
8,69.94547751710778
9,47.18537238556302
10,56.510842820312156
11,64.02895481282853
12,53.08051418540778
13,43.701667781143044
14,65.12515941898776
15,39.66606707468611
16,53.68270625968776
17,54.726452128033216
18,50.257469287233576
19,57.24512664488157
20,25.20579827484517
21,40.785789619039015
22,66.43268537767028
23,55.25203114925392
24,43.54603799659023
25,38.60827477672251
26,51.05985702179423
27,62.72220497195076
28,50.5219235250873
29,65.9201707431556
30,46.683337089016625
31,61.91386506729946
32,51.699811382788866
33,48.70886872863084
34,47.40962774074016
35,60.45278431218417
36,55.479288625624946
37,53.62146629065469
38,55.000444964369045
39,45.20864741924065
40,52.5267772254759
41,54.501128374426415
42,48.52459467992293
43,57.163709799660204
44,53.32528555536566
45,50.121250578597014
46,52.602192873559545
47,59.49753563967102
48,52.29015856628457
49,52.4587676714294
50,45.50343456716344
51,38.691614328743086
52,50.94560945907974
53,53.349884575943335
54,51.162463206172255
55,59.909803537657396
56,56.78905898038981
57,46.882008023368016
58,31.914714734925013
59,53.93972944961243
60,34.637200597389175
