,0
0,59.534054962428314
1,41.84391285429442
2,61.526329373992496
3,62.17152498846277
4,56.066307454871925
5,63.65317942544022
6,54.031672757554915
7,44.4567149602969
8,68.85497289686876
9,42.34351184677747
10,65.04175568023656
11,60.419783732452906
12,51.202311852472064
13,37.294754586232536
14,69.11084982405323
15,38.02966358395296
16,54.455898385150036
17,56.44718476228542
18,41.50465063383351
19,55.4343683477778
20,26.088172748159902
21,37.41690081096092
22,63.81315256192885
23,53.29826621438968
24,42.37364092984547
25,35.81769984208512
26,50.614337781493106
27,70.76168188276625
28,47.57865990619333
29,64.39280192352952
30,51.03510360119662
31,67.45390727189006
32,55.29103779260124
33,49.64226616056516
34,49.626240098069786
35,54.77292116958079
36,60.95472050320291
37,58.503243246281215
38,55.508328034667386
39,44.14883145662301
40,52.506197372031465
41,50.26284506261623
42,51.65547446423703
43,55.86809700013368
44,50.94822204180579
45,55.020652029406385
46,49.557807959895094
47,69.80963353966649
48,54.053803416347165
49,65.59353207674503
50,43.14471565114443
51,34.49231162591837
52,55.87836310904207
53,57.88844929232219
54,53.67264977548257
55,58.50220861155749
56,65.35611488976205
57,54.09323254558646
58,31.406831737787147
59,64.61760491020104
60,25.510670372712035
