,0
0,48.63453128011564
1,39.10610355080123
2,48.82361858909345
3,46.95813601215574
4,43.662033302329256
5,58.6200116988104
6,16.985020717625424
7,77.66832645081998
8,62.15072090142883
9,3.624034134448371
10,52.0525966966593
11,83.95528395549508
12,48.848200347124326
13,51.786608142096
14,63.98862467838949
15,56.16266004775035
16,44.70280712474189
17,16.88595819512125
18,54.22754015048264
19,67.94855827989929
20,40.57981717864472
21,53.952735694187076
22,48.99024424637209
23,69.11352829640173
24,39.49659472863001
25,47.89444943983427
26,47.491529398166286
27,71.06628881567988
28,31.946730169611783
29,52.245913933806406
30,37.71520995800033
31,35.15373292440766
32,49.310484053795214
33,69.56059547656575
34,36.325535696717964
35,45.11263306651715
36,42.71157011243743
37,29.838034732295938
38,53.01045729311255
39,12.897406519137647
40,49.071053202869734
41,51.69316569091803
42,70.67955590952167
43,82.02722164927704
44,
45,51.49836169161512
46,89.59214614431124
47,47.046344776027205
48,55.336465518275006
49,31.70037919513179
50,55.52856109639122
51,10.046808043794801
52,16.739552876312008
53,38.74657425876318
54,12.491696694603206
55,86.35913707526304
56,47.18658686259147
57,92.30600023650639
58,2.259086023136184
59,47.20670907111246
60,58.06397639511937
61,46.77961332415091
