,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100
0,-0.24157852977104022,4.597017211338539e-17,-9.279523365631774e-10,-6.384164181331026e-09,-2.7016357667769116e-10,0.03892542197661128,-0.02965216836468485,-1.1281741436898818e-09,-6.55891892729819e-10,0.0049356988947917325,-0.017767730005005603,-0.0367056495289884,-0.09430890653725038,-0.05598652335526,-1.3144999062815882e-12,-1.5619313681640146e-09,-1.2656842294500659e-09,0.007393706834785342,0.02579332528519296,0.009180538821442069,-1.188241701713884e-10,0.020501971363507936,-2.081513138591037e-09,-0.025407946466354175,-0.005014126834217058,0.009479022334630067,-1.5546637892423539e-09,-1.7837166634513817e-09,-1.858189568409975e-09,-0.0101268116524184,-0.00041640371547434414,-0.006105882986620436,0.029928059766136716,-8.34826702050807e-12,-2.5440258964280487e-09,0.01843974509269123,0.0031923034546118972,-5.046352060019134e-15,-2.619278978782268e-09,-1.866111836699496e-09,-1.795667151004488e-09,-1.9654274634452004e-09,-2.0857256922427278e-09,-0.009988163729785608,-2.116921953452912e-09,-1.6756615234151065e-09,-2.1954272592072573e-09,-0.0059793753586107334,-0.011561245787710122,0.012056496341780317,-0.03067105153059839,-2.486804550714955e-10,-4.818088663263267e-16,-2.1278316781564027e-09,-0.013883437532704402,-2.221019885926196e-09,-1.2050535347159005e-09,-3.6026400236235895e-10,-1.9763838635042088e-09,-0.02319628966032779,-1.7790728608245744e-09,-2.2208867576886053e-09,0.001710178355747694,-0.012709902430102457,0.0242898417508343,-1.83322401142564e-09,-1.9117438132225328e-09,-2.126943457987285e-09,-2.3233356095219844e-09,0.008776968721093206,0.009456737158226314,-4.515259561926638e-14,-2.2118978066416316e-09,-2.138218520758992e-09,-0.05446266854617489,-0.03711333708820534,-0.01643335149857503,0.0,-1.1171747391564022e-11,-2.1332106633519765e-09,-2.2169419508122064e-09,-1.070837809815345e-11,-1.9828828278763764e-09,0.02605465922445965,-3.955445240709502e-10,0.014736611205669431,-1.8804798932245186e-09,-3.2541559453340843e-10,0.0070106699615381605,-4.934313169612197e-10,-2.0429721803850665e-09,-1.1546753136970622e-17,-2.4919381007854524e-09,0.00940040389264674,-2.825045344003305e-09,-0.014112908136547602,-2.7363587991773295e-09,-2.291919531276842e-09,-2.7497089412530763e-09,-1.1506710352246108e-14
